kiosk_id,location_name,date,samples_dispensed,restock_qty,foot_traffic_index,is_promo,temp_f,precip_in,zip,city,state,inventory_on_hand,dow,month,week_of_year,rolling_7d,rolling_28d,lag_1d,lag_7d
26355,Edison - ShopRite,2024-10-26,77,0,2.92,False,55.7,0.0,08817,Edison,New Jersey,208,5,10,43,51.9,46.4,68.0,0.0
26355,Edison - ShopRite,2024-10-27,111,0,4.58,False,49.3,0.0,08817,Edison,New Jersey,97,6,10,43,67.7,48.8,77.0,0.0
26355,Edison - ShopRite,2024-10-28,76,0,2.06,True,48.9,0.0,08817,Edison,New Jersey,21,0,10,44,66.7,49.8,111.0,83.0
26355,Edison - ShopRite,2024-10-29,21,0,2.79,False,54.1,0.0,08817,Edison,New Jersey,0,1,10,44,64.4,48.4,76.0,37.0
26355,Edison - ShopRite,2024-10-30,0,0,4.32,False,62.5,0.0,08817,Edison,New Jersey,0,2,10,44,56.1,45.8,21.0,58.0
26355,Edison - ShopRite,2024-10-31,48,288,3.46,False,67.4,0.0,08817,Edison,New Jersey,240,3,10,44,57.3,44.7,0.0,40.0
26355,Edison - ShopRite,2024-11-01,59,0,3.96,False,69.6,0.0,08817,Edison,New Jersey,181,4,11,44,56.0,45.1,48.0,68.0
26355,Edison - ShopRite,2024-11-02,87,0,3.39,False,53.6,0.0,08817,Edison,New Jersey,94,5,11,44,57.4,45.2,59.0,77.0
26355,Edison - ShopRite,2024-11-03,83,0,4.47,False,46.5,0.0,08817,Edison,New Jersey,11,6,11,44,53.4,44.9,87.0,111.0
26355,Edison - ShopRite,2024-11-04,11,0,3.71,False,49.1,0.0,08817,Edison,New Jersey,0,0,11,45,44.1,43.6,83.0,76.0
26355,Edison - ShopRite,2024-11-05,0,0,1.78,False,60.2,0.0,08817,Edison,New Jersey,0,1,11,45,41.1,41.8,11.0,21.0
26355,Edison - ShopRite,2024-11-06,0,0,4.5,False,69.3,0.0,08817,Edison,New Jersey,0,2,11,45,41.1,41.1,0.0,0.0
26355,Edison - ShopRite,2024-11-07,0,0,3.92,False,65.2,0.0,08817,Edison,New Jersey,0,3,11,45,34.3,41.1,0.0,48.0
26355,Edison - ShopRite,2024-11-08,0,0,1.57,False,56.9,0.0,08817,Edison,New Jersey,0,4,11,45,25.9,38.9,0.0,59.0
26355,Edison - ShopRite,2024-11-09,0,0,2.24,False,48.3,0.0,08817,Edison,New Jersey,0,5,11,45,13.4,35.2,0.0,87.0
26355,Edison - ShopRite,2024-11-10,71,270,2.02,False,48.9,0.04,08817,Edison,New Jersey,199,6,11,45,11.7,34.6,0.0,83.0
26355,Edison - ShopRite,2024-11-11,70,0,2.67,True,60.3,0.19,08817,Edison,New Jersey,129,0,11,46,20.1,35.7,71.0,11.0
26355,Edison - ShopRite,2024-11-12,69,295,2.19,False,49.2,0.0,08817,Edison,New Jersey,355,1,11,46,30.0,38.2,70.0,0.0
26355,Edison - ShopRite,2024-11-13,76,0,2.53,False,41.3,0.0,08817,Edison,New Jersey,279,2,11,46,40.9,40.9,69.0,0.0
26355,Edison - ShopRite,2024-11-14,57,0,1.66,False,40.8,0.0,08817,Edison,New Jersey,222,3,11,46,49.0,42.9,76.0,0.0
26355,Edison - ShopRite,2024-11-15,75,0,3.53,False,47.9,0.0,08817,Edison,New Jersey,147,4,11,46,59.7,45.6,57.0,0.0
26355,Edison - ShopRite,2024-11-16,85,0,2.83,False,51.3,0.0,08817,Edison,New Jersey,62,5,11,46,71.9,48.6,75.0,0.0
26355,Edison - ShopRite,2024-11-17,62,0,2.61,True,51.9,0.0,08817,Edison,New Jersey,0,6,11,46,70.6,50.9,85.0,71.0
26355,Edison - ShopRite,2024-11-18,0,0,3.56,True,54.0,0.0,08817,Edison,New Jersey,0,0,11,47,60.6,47.9,62.0,70.0
26355,Edison - ShopRite,2024-11-19,0,0,2.86,False,51.9,0.02,08817,Edison,New Jersey,0,1,11,47,50.7,46.6,0.0,69.0
26355,Edison - ShopRite,2024-11-20,71,287,4.14,False,53.9,0.0,08817,Edison,New Jersey,216,2,11,47,50.0,47.0,0.0,76.0
26355,Edison - ShopRite,2024-11-21,19,0,4.26,False,47.1,2.08,08817,Edison,New Jersey,197,3,11,47,44.6,46.3,71.0,57.0
26355,Edison - ShopRite,2024-11-22,60,0,1.6,False,37.9,0.45,08817,Edison,New Jersey,137,4,11,47,42.4,46.0,19.0,75.0
26355,Edison - ShopRite,2024-11-23,66,0,4.64,False,42.2,0.0,08817,Edison,New Jersey,71,5,11,47,39.7,45.6,60.0,85.0
26355,Edison - ShopRite,2024-11-24,71,0,2.86,False,47.2,0.0,08817,Edison,New Jersey,0,6,11,47,41.0,44.2,66.0,62.0
26355,Edison - ShopRite,2024-11-25,0,0,2.15,False,44.8,0.0,08817,Edison,New Jersey,0,0,11,48,41.0,41.5,71.0,0.0
26355,Edison - ShopRite,2024-11-26,0,0,3.83,True,51.1,0.22,08817,Edison,New Jersey,0,1,11,48,41.0,40.7,0.0,0.0
26355,Edison - ShopRite,2024-11-27,0,0,3.95,False,43.1,0.0,08817,Edison,New Jersey,0,2,11,48,30.9,40.7,0.0,71.0
26355,Edison - ShopRite,2024-11-28,0,0,2.92,True,44.9,0.65,08817,Edison,New Jersey,0,3,11,48,28.1,39.0,0.0,19.0
26355,Edison - ShopRite,2024-11-29,0,0,3.09,False,39.1,0.0,08817,Edison,New Jersey,0,4,11,48,19.6,36.9,0.0,60.0
26355,Edison - ShopRite,2024-11-30,76,262,4.48,False,31.9,0.0,08817,Edison,New Jersey,186,5,11,48,21.0,36.5,0.0,66.0
26355,Edison - ShopRite,2024-12-01,103,0,2.51,False,30.1,0.0,08817,Edison,New Jersey,83,6,12,48,25.6,37.2,76.0,71.0
26355,Edison - ShopRite,2024-12-02,51,0,2.94,False,31.1,0.0,08817,Edison,New Jersey,32,0,12,49,32.9,38.6,103.0,0.0
26355,Edison - ShopRite,2024-12-03,57,280,3.37,False,33.0,0.0,08817,Edison,New Jersey,255,1,12,49,41.0,40.7,51.0,0.0
26355,Edison - ShopRite,2024-12-04,69,0,2.69,False,32.6,0.0,08817,Edison,New Jersey,186,2,12,49,50.9,43.1,57.0,0.0
26355,Edison - ShopRite,2024-12-05,80,264,2.88,False,35.9,0.16,08817,Edison,New Jersey,370,3,12,49,62.3,46.0,69.0,0.0
26355,Edison - ShopRite,2024-12-06,79,0,1.63,True,30.0,0.0,08817,Edison,New Jersey,291,4,12,49,73.6,48.8,80.0,0.0
26355,Edison - ShopRite,2024-12-07,99,0,2.59,False,32.9,0.0,08817,Edison,New Jersey,192,5,12,49,76.9,52.4,79.0,76.0
26355,Edison - ShopRite,2024-12-08,85,0,2.35,False,42.9,0.0,08817,Edison,New Jersey,107,6,12,49,74.3,52.9,99.0,103.0
26355,Edison - ShopRite,2024-12-09,73,0,2.86,False,42.7,0.2,08817,Edison,New Jersey,34,0,12,50,77.4,53.0,85.0,51.0
26355,Edison - ShopRite,2024-12-10,34,0,3.03,False,46.8,0.21,08817,Edison,New Jersey,0,1,12,50,74.1,51.7,73.0,57.0
26355,Edison - ShopRite,2024-12-11,0,0,3.43,False,56.3,1.26,08817,Edison,New Jersey,0,2,12,50,64.3,49.0,34.0,69.0
26355,Edison - ShopRite,2024-12-12,0,0,1.89,False,34.7,0.0,08817,Edison,New Jersey,0,3,12,50,52.9,47.0,0.0,80.0
26355,Edison - ShopRite,2024-12-13,0,0,4.06,False,27.9,0.0,08817,Edison,New Jersey,0,4,12,50,41.6,44.3,0.0,79.0
26355,Edison - ShopRite,2024-12-14,0,0,3.71,True,27.5,0.0,08817,Edison,New Jersey,0,5,12,50,27.4,41.2,0.0,99.0
26355,Edison - ShopRite,2024-12-15,0,0,2.26,False,30.4,0.02,08817,Edison,New Jersey,0,6,12,50,15.3,39.0,0.0,85.0
26355,Edison - ShopRite,2024-12-16,0,0,1.58,False,42.6,0.83,08817,Edison,New Jersey,0,0,12,51,4.9,39.0,0.0,73.0
26355,Edison - ShopRite,2024-12-17,0,0,2.25,False,51.4,0.07,08817,Edison,New Jersey,0,1,12,51,0.0,39.0,0.0,34.0
26355,Edison - ShopRite,2024-12-18,0,0,1.96,False,43.3,0.09,08817,Edison,New Jersey,0,2,12,51,0.0,36.5,0.0,0.0
26355,Edison - ShopRite,2024-12-19,0,0,1.78,False,40.1,0.11,08817,Edison,New Jersey,0,3,12,51,0.0,35.8,0.0,0.0
26355,Edison - ShopRite,2024-12-20,47,265,2.9,False,33.8,0.08,08817,Edison,New Jersey,218,4,12,51,6.7,35.4,0.0,0.0
26355,Edison - ShopRite,2024-12-21,52,0,3.54,False,27.4,0.17,08817,Edison,New Jersey,166,5,12,51,14.1,34.9,47.0,0.0
26355,Edison - ShopRite,2024-12-22,92,0,4.02,False,15.9,0.0,08817,Edison,New Jersey,74,6,12,51,27.3,35.6,52.0,0.0
26355,Edison - ShopRite,2024-12-23,56,0,3.03,False,14.1,0.0,08817,Edison,New Jersey,18,0,12,52,35.3,37.6,92.0,0.0
26355,Edison - ShopRite,2024-12-24,18,0,3.38,False,29.0,0.07,08817,Edison,New Jersey,0,1,12,52,37.9,38.2,56.0,0.0
26355,Edison - ShopRite,2024-12-25,47,281,4.02,False,27.8,0.0,08817,Edison,New Jersey,234,2,12,52,44.6,39.9,18.0,0.0
26355,Edison - ShopRite,2024-12-26,51,0,2.9,False,24.4,0.0,08817,Edison,New Jersey,183,3,12,52,51.9,41.8,47.0,0.0
26355,Edison - ShopRite,2024-12-27,53,0,2.34,False,27.5,0.0,08817,Edison,New Jersey,130,4,12,52,52.7,43.6,51.0,47.0
26355,Edison - ShopRite,2024-12-28,59,0,3.95,False,39.9,0.29,08817,Edison,New Jersey,71,5,12,52,53.7,43.0,53.0,52.0
26355,Edison - ShopRite,2024-12-29,71,0,4.51,False,51.2,0.06,08817,Edison,New Jersey,0,6,12,52,50.7,41.9,59.0,92.0
26355,Edison - ShopRite,2024-12-30,0,0,3.83,False,52.8,0.14,08817,Edison,New Jersey,0,0,12,1,42.7,40.1,71.0,56.0
26355,Edison - ShopRite,2024-12-31,62,266,1.59,False,43.1,0.27,08817,Edison,New Jersey,204,1,12,1,49.0,40.2,0.0,18.0
26355,Edison - ShopRite,2025-01-01,44,0,3.54,False,45.0,0.11,08817,Edison,New Jersey,160,2,1,1,48.6,39.4,62.0,47.0
26355,Edison - ShopRite,2025-01-02,72,0,4.34,False,36.2,0.0,08817,Edison,New Jersey,88,3,1,1,51.6,39.1,44.0,51.0
26355,Edison - ShopRite,2025-01-03,88,0,4.39,True,32.6,0.0,08817,Edison,New Jersey,0,4,1,1,56.6,39.4,72.0,53.0
26355,Edison - ShopRite,2025-01-04,0,0,4.97,False,29.1,0.0,08817,Edison,New Jersey,0,5,1,1,48.1,35.9,88.0,59.0
26355,Edison - ShopRite,2025-01-05,0,0,3.03,False,27.6,0.0,08817,Edison,New Jersey,0,6,1,1,38.0,32.8,0.0,71.0
26355,Edison - ShopRite,2025-01-06,0,0,2.06,False,27.6,0.1,08817,Edison,New Jersey,0,0,1,2,38.0,30.2,0.0,0.0
26355,Edison - ShopRite,2025-01-07,0,0,4.24,False,23.1,0.0,08817,Edison,New Jersey,0,1,1,2,29.1,29.0,0.0,62.0
26355,Edison - ShopRite,2025-01-08,0,0,3.75,False,24.3,0.0,08817,Edison,New Jersey,0,2,1,2,22.9,29.0,0.0,44.0
26355,Edison - ShopRite,2025-01-09,52,293,3.77,True,24.4,0.0,08817,Edison,New Jersey,241,3,1,2,20.0,30.9,0.0,72.0
26355,Edison - ShopRite,2025-01-10,71,0,3.65,False,30.1,0.0,08817,Edison,New Jersey,170,4,1,2,17.6,33.4,52.0,88.0
26355,Edison - ShopRite,2025-01-11,46,0,4.19,False,29.4,0.08,08817,Edison,New Jersey,124,5,1,2,24.1,35.0,71.0,0.0
26355,Edison - ShopRite,2025-01-12,81,0,4.47,False,33.2,0.0,08817,Edison,New Jersey,43,6,1,2,35.7,37.9,46.0,0.0
26355,Edison - ShopRite,2025-01-13,43,0,4.35,True,34.3,0.0,08817,Edison,New Jersey,0,0,1,3,41.9,39.5,81.0,0.0
26355,Edison - ShopRite,2025-01-14,57,272,3.25,False,28.2,0.0,08817,Edison,New Jersey,215,1,1,3,50.0,41.5,43.0,0.0
26355,Edison - ShopRite,2025-01-15,62,0,3.24,True,26.5,0.0,08817,Edison,New Jersey,153,2,1,3,58.9,43.7,57.0,0.0
26355,Edison - ShopRite,2025-01-16,45,0,2.73,False,26.3,0.02,08817,Edison,New Jersey,108,3,1,3,57.9,45.3,62.0,52.0
26355,Edison - ShopRite,2025-01-17,72,0,1.86,False,31.0,0.0,08817,Edison,New Jersey,36,4,1,3,58.0,46.2,45.0,71.0
26355,Edison - ShopRite,2025-01-18,36,0,3.78,False,37.1,0.13,08817,Edison,New Jersey,0,5,1,3,56.6,45.6,72.0,46.0
26355,Edison - ShopRite,2025-01-19,81,277,4.24,False,32.7,0.35,08817,Edison,New Jersey,196,6,1,3,56.6,45.2,36.0,81.0
26355,Edison - ShopRite,2025-01-20,58,0,2.28,False,18.5,0.0,08817,Edison,New Jersey,138,0,1,4,58.7,45.3,81.0,43.0
26355,Edison - ShopRite,2025-01-21,64,271,1.66,False,11.8,0.02,08817,Edison,New Jersey,345,1,1,4,59.7,47.0,58.0,57.0
26355,Edison - ShopRite,2025-01-22,81,0,4.47,False,11.7,0.0,08817,Edison,New Jersey,264,2,1,4,62.4,48.2,64.0,62.0
26355,Edison - ShopRite,2025-01-23,84,296,3.74,True,17.6,0.0,08817,Edison,New Jersey,476,3,1,4,68.0,49.4,81.0,45.0
26355,Edison - ShopRite,2025-01-24,55,0,2.48,False,21.8,0.0,08817,Edison,New Jersey,421,4,1,4,65.6,49.4,84.0,72.0
26355,Edison - ShopRite,2025-01-25,77,0,2.55,True,21.4,0.0,08817,Edison,New Jersey,344,5,1,4,71.4,50.1,55.0,36.0
26355,Edison - ShopRite,2025-01-26,88,0,2.83,False,31.3,0.0,08817,Edison,New Jersey,256,6,1,4,72.4,50.7,77.0,81.0
26355,Edison - ShopRite,2025-01-27,61,0,4.31,False,29.9,0.0,08817,Edison,New Jersey,195,0,1,5,72.9,52.9,88.0,58.0
26355,Edison - ShopRite,2025-01-28,47,0,3.46,False,34.2,0.0,08817,Edison,New Jersey,148,1,1,5,70.4,52.3,61.0,64.0
26355,Edison - ShopRite,2025-01-29,50,0,2.17,False,39.8,0.0,08817,Edison,New Jersey,98,2,1,5,66.0,52.5,47.0,81.0
26355,Edison - ShopRite,2025-01-30,75,0,3.82,True,29.4,0.0,08817,Edison,New Jersey,23,3,1,5,64.7,52.6,50.0,84.0
26355,Edison - ShopRite,2025-01-31,23,0,4.32,True,39.3,0.4,08817,Edison,New Jersey,0,4,1,5,60.1,50.3,75.0,55.0
26355,Edison - ShopRite,2025-02-01,0,0,4.89,False,33.8,0.14,08817,Edison,New Jersey,0,5,2,5,49.1,50.3,23.0,77.0
26355,Edison - ShopRite,2025-02-02,0,0,3.19,False,25.1,0.02,08817,Edison,New Jersey,0,6,2,5,36.6,50.3,0.0,88.0
26355,Edison - ShopRite,2025-02-03,0,0,3.98,True,36.8,0.0,08817,Edison,New Jersey,0,0,2,6,27.9,50.3,0.0,61.0
26355,Edison - ShopRite,2025-02-04,71,293,4.37,False,38.6,0.0,08817,Edison,New Jersey,222,1,2,6,31.3,52.9,0.0,47.0
26355,Edison - ShopRite,2025-02-05,85,0,3.41,False,30.0,0.0,08817,Edison,New Jersey,137,2,2,6,36.3,55.9,71.0,50.0
26355,Edison - ShopRite,2025-02-06,38,0,3.84,False,34.4,0.41,08817,Edison,New Jersey,99,3,2,6,31.0,55.4,85.0,75.0
26355,Edison - ShopRite,2025-02-07,60,0,4.0,False,35.1,0.0,08817,Edison,New Jersey,39,4,2,6,36.3,55.0,38.0,23.0
26355,Edison - ShopRite,2025-02-08,39,0,3.3,False,29.1,0.16,08817,Edison,New Jersey,0,5,2,6,41.9,54.8,60.0,0.0
26355,Edison - ShopRite,2025-02-09,0,0,4.7,False,32.2,0.27,08817,Edison,New Jersey,0,6,2,6,41.9,51.9,39.0,0.0
26355,Edison - ShopRite,2025-02-10,0,0,3.64,False,28.9,0.0,08817,Edison,New Jersey,0,0,2,7,41.9,50.3,0.0,0.0
26355,Edison - ShopRite,2025-02-11,43,271,2.2,False,26.4,0.06,08817,Edison,New Jersey,228,1,2,7,37.9,49.8,0.0,71.0
26355,Edison - ShopRite,2025-02-12,39,0,2.7,False,31.1,0.18,08817,Edison,New Jersey,189,2,2,7,31.3,49.0,43.0,85.0
26355,Edison - ShopRite,2025-02-13,76,290,4.47,True,39.4,0.22,08817,Edison,New Jersey,403,3,2,7,36.7,50.1,39.0,38.0
26355,Edison - ShopRite,2025-02-14,53,0,2.04,False,30.1,0.0,08817,Edison,New Jersey,350,4,2,7,35.7,49.4,76.0,60.0
26355,Edison - ShopRite,2025-02-15,50,0,3.64,False,31.2,0.29,08817,Edison,New Jersey,300,5,2,7,37.3,49.9,53.0,39.0
26355,Edison - ShopRite,2025-02-16,72,290,4.17,False,38.3,0.95,08817,Edison,New Jersey,518,6,2,7,47.6,49.6,50.0,0.0
26355,Edison - ShopRite,2025-02-17,61,0,3.49,False,29.4,0.0,08817,Edison,New Jersey,457,0,2,8,56.3,49.7,72.0,0.0
26355,Edison - ShopRite,2025-02-18,56,266,4.0,False,22.3,0.0,08817,Edison,New Jersey,667,1,2,8,58.1,49.4,61.0,43.0
26355,Edison - ShopRite,2025-02-19,31,0,4.28,False,23.0,0.0,08817,Edison,New Jersey,636,2,2,8,57.0,47.6,56.0,39.0
26355,Edison - ShopRite,2025-02-20,70,0,4.34,False,23.5,0.06,08817,Edison,New Jersey,566,3,2,8,56.1,47.1,31.0,76.0
26355,Edison - ShopRite,2025-02-21,63,0,2.59,False,25.4,0.0,08817,Edison,New Jersey,503,4,2,8,57.6,47.4,70.0,53.0
26355,Edison - ShopRite,2025-02-22,102,0,3.23,False,28.7,0.0,08817,Edison,New Jersey,401,5,2,8,65.0,48.3,63.0,50.0
26355,Edison - ShopRite,2025-02-23,68,296,4.45,False,35.8,0.0,08817,Edison,New Jersey,629,6,2,8,64.4,47.6,102.0,72.0
26355,Edison - ShopRite,2025-02-24,46,0,2.36,False,39.9,0.0,08817,Edison,New Jersey,583,0,2,9,62.3,47.1,68.0,61.0
26355,Edison - ShopRite,2025-02-25,53,285,3.49,False,46.1,0.0,08817,Edison,New Jersey,815,1,2,9,61.9,47.3,46.0,56.0
26355,Edison - ShopRite,2025-02-26,61,0,2.15,False,44.9,0.02,08817,Edison,New Jersey,754,2,2,9,66.1,47.7,53.0,31.0
26355,Edison - ShopRite,2025-02-27,59,0,4.23,False,47.2,0.13,08817,Edison,New Jersey,695,3,2,9,64.6,47.1,61.0,70.0
26355,Edison - ShopRite,2025-02-28,67,285,1.88,False,42.5,0.0,08817,Edison,New Jersey,913,4,2,9,65.1,48.7,59.0,63.0
26355,Edison - ShopRite,2025-03-01,80,0,4.09,False,44.3,0.01,08817,Edison,New Jersey,833,5,3,9,62.0,51.5,67.0,102.0
26355,Edison - ShopRite,2025-03-02,94,0,2.33,False,26.5,0.0,08817,Edison,New Jersey,739,6,3,9,65.7,54.9,80.0,68.0
26355,Edison - ShopRite,2025-03-03,52,0,3.98,False,29.1,0.0,08817,Edison,New Jersey,687,0,3,10,66.6,56.8,94.0,46.0
26355,Edison - ShopRite,2025-03-04,55,0,2.58,False,40.7,0.0,08817,Edison,New Jersey,632,1,3,10,66.9,56.2,52.0,53.0
26355,Edison - ShopRite,2025-03-05,55,0,1.59,False,51.9,1.09,08817,Edison,New Jersey,577,2,3,10,66.0,55.1,55.0,61.0
26355,Edison - ShopRite,2025-03-06,68,0,2.56,False,47.8,0.03,08817,Edison,New Jersey,509,3,3,10,67.3,56.2,55.0,59.0
26355,Edison - ShopRite,2025-03-07,63,0,2.37,False,39.1,0.0,08817,Edison,New Jersey,446,4,3,10,66.7,56.3,68.0,67.0
26355,Edison - ShopRite,2025-03-08,59,0,3.69,False,38.9,0.0,08817,Edison,New Jersey,387,5,3,10,63.7,57.0,63.0,80.0
26355,Edison - ShopRite,2025-03-09,115,0,4.07,False,39.2,0.0,08817,Edison,New Jersey,272,6,3,10,66.7,61.1,59.0,94.0
26355,Edison - ShopRite,2025-03-10,52,296,1.62,False,49.0,0.0,08817,Edison,New Jersey,516,0,3,11,66.7,63.0,115.0,52.0
26355,Edison - ShopRite,2025-03-11,68,275,3.84,False,50.9,0.0,08817,Edison,New Jersey,723,1,3,11,68.6,63.9,52.0,55.0
26355,Edison - ShopRite,2025-03-12,62,0,4.44,False,45.0,0.0,08817,Edison,New Jersey,661,2,3,11,69.6,64.7,68.0,55.0
26355,Edison - ShopRite,2025-03-13,50,0,2.47,False,41.3,0.0,08817,Edison,New Jersey,611,3,3,11,67.0,63.8,62.0,68.0
26355,Edison - ShopRite,2025-03-14,93,0,2.63,True,42.8,0.0,08817,Edison,New Jersey,518,4,3,11,71.3,65.2,50.0,63.0
26355,Edison - ShopRite,2025-03-15,102,271,3.98,False,45.0,0.0,08817,Edison,New Jersey,687,5,3,11,77.4,67.0,93.0,59.0
26355,Edison - ShopRite,2025-03-16,71,0,2.34,False,58.4,0.02,08817,Edison,New Jersey,616,6,3,11,71.1,67.0,102.0,115.0
26355,Edison - ShopRite,2025-03-17,53,0,4.29,False,53.1,0.91,08817,Edison,New Jersey,563,0,3,12,71.3,66.7,71.0,52.0
26355,Edison - ShopRite,2025-03-18,72,250,4.03,False,44.5,0.0,08817,Edison,New Jersey,741,1,3,12,71.9,67.3,53.0,68.0
26355,Edison - ShopRite,2025-03-19,76,0,2.02,False,47.3,0.0,08817,Edison,New Jersey,665,2,3,12,73.9,68.9,72.0,62.0
26355,Edison - ShopRite,2025-03-20,49,288,4.17,False,48.8,0.55,08817,Edison,New Jersey,904,3,3,12,73.7,68.1,76.0,50.0
26355,Edison - ShopRite,2025-03-21,61,0,2.59,False,44.0,0.22,08817,Edison,New Jersey,843,4,3,12,69.1,68.1,49.0,93.0
26355,Edison - ShopRite,2025-03-22,60,0,2.88,False,47.0,0.09,08817,Edison,New Jersey,783,5,3,12,63.1,66.6,61.0,102.0
26355,Edison - ShopRite,2025-03-23,105,0,2.92,False,38.4,0.0,08817,Edison,New Jersey,678,6,3,12,68.0,67.9,60.0,71.0
26355,Edison - ShopRite,2025-03-24,105,0,3.77,True,44.9,0.54,08817,Edison,New Jersey,573,0,3,13,75.4,70.0,105.0,53.0
26355,Edison - ShopRite,2025-03-25,79,294,1.88,False,48.7,0.0,08817,Edison,New Jersey,788,1,3,13,76.4,70.9,105.0,72.0
26355,Edison - ShopRite,2025-03-26,59,0,3.17,False,43.2,0.0,08817,Edison,New Jersey,729,2,3,13,74.0,70.9,79.0,76.0
26355,Edison - ShopRite,2025-03-27,52,0,3.99,False,40.5,0.0,08817,Edison,New Jersey,677,3,3,13,74.4,70.6,59.0,49.0
26355,Edison - ShopRite,2025-03-28,80,0,2.36,False,49.8,0.0,08817,Edison,New Jersey,597,4,3,13,77.1,71.1,52.0,61.0
26355,Edison - ShopRite,2025-03-29,89,0,2.97,False,62.0,0.26,08817,Edison,New Jersey,508,5,3,13,81.3,71.4,80.0,60.0
26355,Edison - ShopRite,2025-03-30,81,0,4.97,False,45.8,0.02,08817,Edison,New Jersey,427,6,3,13,77.9,70.9,89.0,105.0
26355,Edison - ShopRite,2025-03-31,41,0,2.44,True,62.6,1.22,08817,Edison,New Jersey,386,0,3,14,68.7,70.5,81.0,105.0
26355,Edison - ShopRite,2025-04-01,63,250,1.7,False,47.8,0.25,08817,Edison,New Jersey,573,1,4,14,66.4,70.8,41.0,79.0
26355,Edison - ShopRite,2025-04-02,34,0,2.71,False,40.5,0.0,08817,Edison,New Jersey,539,2,4,14,62.9,70.1,63.0,59.0
26355,Edison - ShopRite,2025-04-03,101,0,3.4,True,60.2,0.23,08817,Edison,New Jersey,438,3,4,14,69.9,71.2,34.0,52.0
26355,Edison - ShopRite,2025-04-04,65,292,3.76,False,63.9,0.27,08817,Edison,New Jersey,665,4,4,14,67.7,71.3,101.0,80.0
26355,Edison - ShopRite,2025-04-05,66,0,4.3,False,49.1,0.16,08817,Edison,New Jersey,599,5,4,14,64.4,71.6,65.0,89.0
26355,Edison - ShopRite,2025-04-06,63,0,2.68,False,50.4,0.22,08817,Edison,New Jersey,536,6,4,14,61.9,69.7,66.0,81.0
26355,Edison - ShopRite,2025-04-07,61,0,3.12,True,43.3,0.38,08817,Edison,New Jersey,475,0,4,15,64.7,70.0,63.0,41.0
26355,Edison - ShopRite,2025-04-08,65,0,2.92,True,40.5,0.0,08817,Edison,New Jersey,410,1,4,15,65.0,69.9,61.0,63.0
26355,Edison - ShopRite,2025-04-09,57,0,3.57,False,37.7,0.0,08817,Edison,New Jersey,353,2,4,15,68.3,69.8,65.0,34.0
26355,Edison - ShopRite,2025-04-10,73,0,4.19,False,41.6,0.02,08817,Edison,New Jersey,280,3,4,15,64.3,70.6,57.0,101.0
26355,Edison - ShopRite,2025-04-11,47,287,4.22,False,43.1,0.55,08817,Edison,New Jersey,520,4,4,15,61.7,68.9,73.0,65.0
26355,Edison - ShopRite,2025-04-12,68,0,4.73,True,38.6,0.83,08817,Edison,New Jersey,452,5,4,15,62.0,67.7,47.0,66.0
26355,Edison - ShopRite,2025-04-13,60,0,4.27,False,47.8,0.0,08817,Edison,New Jersey,392,6,4,15,61.6,67.3,68.0,63.0
26355,Edison - ShopRite,2025-04-14,68,0,4.3,False,51.3,0.0,08817,Edison,New Jersey,324,0,4,16,62.6,67.9,60.0,61.0
26355,Edison - ShopRite,2025-04-15,55,0,3.95,False,55.7,0.43,08817,Edison,New Jersey,269,1,4,16,61.1,67.2,68.0,65.0
26355,Edison - ShopRite,2025-04-16,104,0,2.0,True,45.6,0.0,08817,Edison,New Jersey,165,2,4,16,67.9,68.2,55.0,57.0
26355,Edison - ShopRite,2025-04-17,76,0,2.87,False,48.4,0.0,08817,Edison,New Jersey,89,3,4,16,68.3,69.2,104.0,73.0
26355,Edison - ShopRite,2025-04-18,58,0,1.91,False,55.3,0.0,08817,Edison,New Jersey,31,4,4,16,69.9,69.1,76.0,47.0
26355,Edison - ShopRite,2025-04-19,31,0,2.89,False,70.3,0.0,08817,Edison,New Jersey,0,5,4,16,64.6,68.1,58.0,68.0
26355,Edison - ShopRite,2025-04-20,0,0,2.63,True,62.6,0.0,08817,Edison,New Jersey,0,6,4,16,56.0,64.3,31.0,60.0
26355,Edison - ShopRite,2025-04-21,0,0,2.54,False,54.1,0.0,08817,Edison,New Jersey,0,0,4,17,46.3,60.6,0.0,68.0
26355,Edison - ShopRite,2025-04-22,87,280,3.28,True,67.2,0.01,08817,Edison,New Jersey,193,1,4,17,50.9,60.9,0.0,55.0
26355,Edison - ShopRite,2025-04-23,49,275,3.34,False,65.2,0.0,08817,Edison,New Jersey,419,2,4,17,43.0,60.5,87.0,104.0
26355,Edison - ShopRite,2025-04-24,86,0,3.01,False,69.0,0.0,08817,Edison,New Jersey,333,3,4,17,44.4,61.7,49.0,76.0
26355,Edison - ShopRite,2025-04-25,74,0,3.85,False,68.8,0.01,08817,Edison,New Jersey,259,4,4,17,46.7,61.5,86.0,58.0
26355,Edison - ShopRite,2025-04-26,55,0,4.96,False,66.1,0.34,08817,Edison,New Jersey,204,5,4,17,50.1,60.3,74.0,31.0
26355,Edison - ShopRite,2025-04-27,67,0,3.74,False,54.3,0.0,08817,Edison,New Jersey,137,6,4,17,59.7,59.8,55.0,0.0
26355,Edison - ShopRite,2025-04-28,64,0,1.95,False,62.2,0.0,08817,Edison,New Jersey,73,0,4,18,68.9,60.6,67.0,0.0
